市場別,年份,公司代號,公司名稱,範疇一排放量,範疇一-資料邊界,範疇一-取得驗證,範疇二排放量,範疇二-資料邊界,範疇二-取得驗證,範疇三排放量,範疇三-資料邊界,範疇三-取得驗證,排放密集度,溫室氣體排放密集度-單位,網絡中心性,漂綠標籤,風險等級,異常標籤
上市,2021,1720,生達,1298.1889,生達一廠+生達二廠,ISO 9001,7755.339,生達一廠+生達二廠,ISO 9001,0.0,,,319.0,營業額,0,無漂綠跡象,高風險,正常
上市,2021,1721,三晃,17529.0,母公司,,20578.0,母公司,,0.0,,,1.55,產品,0,無漂綠跡象,高風險,正常
上市,2021,1722,台肥,481642.0,母公司台中廠、苗栗廠,,47533.0,母公司台中廠、苗栗廠,,0.0,,,0.7,產品,0,無漂綠跡象,高風險,正常
上市,2021,1723,中碳,25555.3833,本公司(總部+小港廠+屏南廠),ISO 9001,91097.073,本公司(總部+小港廠+屏南廠),ISO 9001,10130.454,本公司(總部+小港廠+屏南廠),ISO 9001,116652.4563,營業額,0,無漂綠跡象,高風險,正常
上市,2021,1725,元禎,101.91,母公司,,126.03,母公司,,0.0,,,0.0273,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2021,1726,永記,0.0,,,4584.0,僅母公司,,0.0,,,0.05,電力使用量,0,無漂綠跡象,高風險,正常
上市,2021,1727,中華化,1532.89,桃園一廠、桃園二廠、彰化廠,,11034.22,桃園一廠、桃園二廠、彰化廠,,0.0,,,0.062,產品,0,無漂綠跡象,高風險,正常
上市,2021,1730,花仙子,0.0,,,951.6,母公司,,0.0,,,0.3,營業額,0,無漂綠跡象,高風險,正常
上市,2021,1731,美吾華,0.0,,,1010.0,台北總公司、台中及高雄服務中心、楊梅工廠及物流中心,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,1732,毛寶,193.4062,母公司,,427.1622,母公司,,256.9437,母公司_工廠之特定原物料及產品運輸排放、汙泥最終處置,,1.42,噸CO2e/百萬營收,0,無漂綠跡象,高風險,正常
上市,2021,1733,五鼎,23.77,母公司,,11582.44,母公司,,0.0,,,0.005,營業額,0,無漂綠跡象,高風險,正常
上市,2021,1734,杏輝,656.87,母公司,ISO 14001,8142.18,母公司,ISO 14001,0.0,,,0.0041,營業額仟元,0,無漂綠跡象,高風險,正常
上市,2021,1735,日勝化,3152.0508,母公司(大園廠資料110年08月01日-110年12月31日，以下各項同),,5056.146,母公司,,0.0,,,0.4278,產品,0,無漂綠跡象,高風險,正常
上市,2021,1736,喬山,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,1737,臺鹽,0.0,,,26275.02,臺鹽總公司、妝品廠、保健廠、通霄廠、儲運所、七股鹽場共6場域,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,1752,南光,0.0,,,9902.0,總公司用電之間總公司用電之間接溫室氣提排放,,0.0,,,556.0,營業額,0,無漂綠跡象,高風險,正常
上市,2021,1760,寶齡富錦,28.43,寶齡富錦生技股份有限公司平鎮廠,,990.68,寶齡富錦生技股份有限公司平鎮廠,,0.0,,,0.0018,每仟元產值,0,無漂綠跡象,高風險,正常
上市,2021,1762,中化生,3630.0,母公司,,10455.0,母公司,,0.0,,,0.08,產品,0,無漂綠跡象,高風險,正常
上市,2021,1773,勝一,45271.6981,母公司,,8412.5214,母公司,,0.0,,,0.2485,產品,0,無漂綠跡象,高風險,正常
上市,2021,1776,展宇,1023.924,範圍為母公司(第一廠及第二廠),,1531.865,範圍為母公司(第一廠及第二廠),,0.0,,,3.37,以佰萬元營業額為單位,0,無漂綠跡象,高風險,正常
上市,2021,1783,和康生,0.0,,,0.0,,,2.17,合併財務報表之母子公司,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,1786,科妍,83.966,母公司,,2773.682,母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,1789,神隆,3162.0,僅母公司(台南市善化區南科八路一號 台灣神隆),,19739.0,僅母公司(台南市善化區南科八路一號 台灣神隆),,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,1795,美時,10784.0,母公司及重要子公司生產基地及研發中心,,10324.0,母公司及重要子公司生產基地及研發中心,,0.0,,,1.67,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2021,1802,台玻,439737.0,僅母公司,ISO 9001,173744.0,僅母公司,ISO 9001,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,1805,寶徠,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,1806,冠軍,61346.4609,工廠,ISO 9001,27203.9824,工廠,ISO 9001,0.0,,,0.0088,產品,0,無漂綠跡象,高風險,正常
上市,2021,1808,潤隆,0.0,,,106.0,僅本公司台北辦公室,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,1809,中釉,7026.14,僅母公司,,3211.19,僅母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,1810,和成,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,1817,凱撒衛,85.29,母公司,,100.0,母公司,,0.0,,,0.12,百萬營業額,0,無漂綠跡象,高風險,正常
上市,2021,1903,士紙,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,1904,正隆,1174581.0889,母公司,ISO 9001,291234.2162,母公司,ISO 9001,280951.2716,母公司,ISO 9001,0.83,公噸；工業用紙,0,無漂綠跡象,高風險,異常
上市,2021,1905,華紙,656137.0,僅包含台灣所屬營運據點,ISO 9001,185556.0,僅包含台灣所屬營運據點,ISO 9001,14080.0,僅包含台灣所屬營運據點,,1.32,產品,0,無漂綠跡象,高風險,正常
上市,2021,1906,寶隆,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,異常
上市,2021,1907,永豐餘,2286593.0,永豐餘年報所稱三大事業群（林漿紙事業群、工紙紙器事業群、消費品事業群）之台灣、大陸、越南三地共合計共35個生產據點。,ISO 9001,372335.0,永豐餘年報所稱三大事業群（林漿紙事業群、工紙紙器事業群、消費品事業群）之台灣、大陸、越南三地共合計共35個生產據點。,ISO 9001,0.0,,,0.99,產品,0,無漂綠跡象,高風險,異常
上市,2021,1909,榮成,509623.24,僅母公司,ISO 14001,40268.21,僅母公司,ISO 14001,0.0,,,0.69,產品,0,無漂綠跡象,高風險,正常
上市,2021,2002,中鋼,20939573.0,母公司,ISO 9001,1338788.0,母公司,ISO 9001,1750999.0,母公司：僅包含納入查證項目，統計「營運產生的廢棄物處理」、「商務旅行」、「燃料與能源相關活動廢棄物處理」及「上游運送與貨物配送」等四項,ISO 9001,2.299,產品,0,無漂綠跡象,高風險,異常
上市,2021,2006,東和鋼鐵,216292.0,僅母公司,ISO 9001,666107.0,僅母公司,ISO 9001,1581192.0,僅母公司,ISO 9001,0.419,鋼胚產量,0,無漂綠跡象,高風險,正常
上市,2021,2007,燁興,32105.0,本公司,,49760.0,本公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2008,高興昌,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2009,第一銅,4181.1498,僅計算第一伸銅科技股份有限公司臨海廠,,20487.0216,僅計算第一伸銅科技股份有限公司臨海廠,,0.0,,,1.8347,產品,0,無漂綠跡象,高風險,正常
上市,2021,2010,春源,1224.62,台灣總公司及北中南各生產營運據點。,,10406.93,台灣總公司及北中南各生產營運據點。,,0.0,,,0.0222,產品,0,無漂綠跡象,高風險,異常
上市,2021,2012,春雨,15977.25,母公司,,16715.56,母公司,,0.0,,,0.066,產品,0,無漂綠跡象,高風險,正常
上市,2021,2013,中鋼構,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2014,中鴻,168086.6,母公司,,162534.9,母公司,,0.0,,,0.1342,產品,0,無漂綠跡象,高風險,正常
上市,2021,2015,豐興,284289.2117,僅母公司,ISO 9001,551192.9906,僅母公司,ISO 9001,107276.9739,僅母公司,ISO 9001,0.4595,產品,0,無漂綠跡象,高風險,正常
上市,2021,2017,官田鋼,1219.27,總管理處、永康廠、麻豆廠、官田廠,ISO 14001,12971.58,總管理處、永康廠、麻豆廠、官田廠,ISO 14001,0.0,,,0.19,產品,0,無漂綠跡象,高風險,正常
上市,2021,2020,美亞,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2022,聚亨,795.12,母公司,,12805.599,母公司,,0.0,,,0.1919,成品產量,0,無漂綠跡象,高風險,正常
上市,2021,2023,燁輝,92318.28,母公司2021全年度高雄一廠、屏東廠、冷軋鋼板廠、路竹廠、燕巢廠,,95843.9,母公司高雄一廠、屏東廠、冷軋鋼板廠、路竹廠、燕巢廠,,0.0,,,0.16,產量(公噸),0,無漂綠跡象,高風險,正常
上市,2021,2024,志聯,0.0,,,4652.0,係指110年度使用之電力總和,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2025,千興,6067.44,僅母公司,,7481.81,僅母公司,,0.0,,,0.003,營業額,0,無漂綠跡象,高風險,正常
上市,2021,2027,大成鋼,1206.6,僅母公司,,13810.21,僅母公司,,2572.02,僅母公司,,0.2652,產品,0,無漂綠跡象,高風險,正常
上市,2021,2028,威致,104751.0,個別公司、單一公司,ISO 9001,203575.0,個別公司,ISO 9001,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2029,盛餘,30830.954,僅母公司,ISO 9001,56436.599,僅母公司,ISO 9001,0.0,,,0.067,產品,0,無漂綠跡象,高風險,正常
上市,2021,2030,彰源,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2031,新光鋼,1268.0,母公司,,2542.0,母公司,,184.0,母公司,,0.28,百萬營業額,0,無漂綠跡象,高風險,正常
上市,2021,2032,新鋼,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2033,佳大,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2034,允強,1826.3,僅母公司，天然氣、汽柴油、焊接、冷媒逸散及其他生產中直接排放,ISO 9001,22799.3,僅母公司，外購電力。,ISO 9001,14611.32,僅母公司，過程(外購電力、自來水、藥劑使用)、運輸、廢水排放、廢棄物處理及其他間接排放。,ISO 9001,0.131,產品,0,無漂綠跡象,高風險,正常
上市,2021,2038,海光,59184.9472,僅母公司,ISO 9001,134097.8544,僅母公司,ISO 9001,0.0,,,0.459,產品,0,無漂綠跡象,高風險,正常
上市,2021,2049,上銀,10063.176,涵蓋營運據點13廠區，100%營運控制權,ISO 9001,151143.6737,涵蓋營運據點13廠區，100%營運控制權,ISO 9001,84804.6282,涵蓋營運據點13廠區，100%營運控制權,ISO 9001,7.0072,百萬營業額,0,無漂綠跡象,高風險,正常
上市,2021,2059,川湖,874.74,母公司及子公司川益科技(股)公司兩個廠區,,9598.98,母公司及子公司川益科技(股)公司兩個廠區,,0.0,,,0.0034,營業額,0,無漂綠跡象,高風險,正常
上市,2021,2062,橋椿,800.64,母公司,,17114.18,母公司,,0.0,,,5.5,產能,0,無漂綠跡象,高風險,正常
上市,2021,2069,運錩,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2101,南港,13208.8174,資料涵蓋範圍：新竹縣新豐鄉新興路399號,ISO 9001,27641.7264,資料涵蓋範圍：新竹縣新豐鄉新興路399號,ISO 9001,0.0,,,1.193,產品,0,無漂綠跡象,高風險,正常
上市,2021,2102,泰豐,3166.727,僅母公司,,7672.9696,僅母公司,,0.0,,,1.47,每噸產品,0,無漂綠跡象,高風險,正常
上市,2021,2103,台橡,115600.0,合併財務報表之生產營運母子公司,ISO 9001,455597.0,合併財務報表之生產營運母子公司,ISO 9001,0.0,,,1.02,公噸產量,0,無漂綠跡象,高風險,正常
上市,2021,2104,國際中橡,250642.0,國際中橡100%持有之子公司林園先進。,ISO 14001,7392.0,國際中橡100%持有之子公司林園先進。,ISO 14001,0.0,,,2.47,產品,0,無漂綠跡象,高風險,正常
上市,2021,2105,正新,29883.3005,母公司,,38436.7344,母公司,,0.0,,,0.9946,產品,0,無漂綠跡象,高風險,正常
上市,2021,2106,建大,21648.0,台灣地區,,27752.0,台灣地區,,0.0,,,1.07,產品,0,無漂綠跡象,高風險,正常
上市,2021,2107,厚生,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2108,南帝,1308.48,僅盤查母公司,ISO 9001,38006.67,母公司,ISO 9001,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2109,華豐,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2114,鑫永銓,2390.59,母公司,,6036.97,母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2115,六暉-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2201,裕隆,2605.0,裕隆汽車製造(股)公司三義廠區,,7181.0,裕隆汽車製造(股)公司三義廠區,,194.0,裕隆汽車製造(股)公司三義廠區,,0.328,產品,0,無漂綠跡象,高風險,正常
上市,2021,2204,中華,7881.594,組織邊界(楊梅廠、新竹廠),ISO 9001,12932.554,組織邊界(楊梅廠、新竹廠),ISO 9001,3089142.675,組織邊界(楊梅廠、新竹廠)外之上下游相關活動,ISO 9001,0.378,產品,0,無漂綠跡象,高風險,正常
上市,2021,2206,三陽工業,10690.1092,三陽工業股份有限公司新竹廠,ISO 9001,23140.5936,三陽工業股份有限公司新竹廠,ISO 9001,6896.2453,三陽工業股份有限公司新竹廠,ISO 9001,0.089,產品,0,無漂綠跡象,高風險,正常
上市,2021,2207,和泰車,148.6,母公司,,1311.8,母公司,,0.0,,,2.59,人,0,無漂綠跡象,高風險,正常
上市,2021,2208,台船,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2211,長榮鋼,4291.06,僅母公司,,9646.82,僅母公司,,0.0,,,1.2,百萬營業額,0,無漂綠跡象,高風險,正常
上市,2021,2227,裕日車,162.33,母公司,,919.87,母公司,,0.0,,,2.89,人均溫室氣體排放量 (公噸-CO2 e /人),0,無漂綠跡象,高風險,正常
上市,2021,2228,劍麟,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2231,為升,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2233,宇隆,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2236,百達-KY,0.0,包含合併財務報表之母子公司,,2710.12,包含合併財務報表之母子公司,,0.0,,,0.0,營業額,0,無漂綠跡象,高風險,正常
上市,2021,2239,英利-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2241,艾姆勒,62.86,母公司,,5753.39,母公司,,0.0,,,0.0035,產品,0,無漂綠跡象,高風險,正常
上市,2021,2243,宏旭-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2247,汎德永業,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2250,IKKA-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2301,光寶科,10080.71,"包含母公司與合併財報之部分子公司 光寶科技股份有限公司、光林智能科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",ISO 9001,216771.26,"包含母公司與合併財報之部分子公司 光寶科技股份有限公司、光林智能科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",ISO 9001,13332352.93,"包含母公司與合併財報之部分子公司 光寶科技股份有限公司、光林智能科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",ISO 9001,1.53,百萬營收,0,無漂綠跡象,高風險,正常
上市,2021,2302,麗正,947.141,母子公司,,0.018,母子公司,,0.0,母子公司,,4.35,產品,0,無漂綠跡象,高風險,正常
上市,2021,2303,聯電,498907.0,僅母公司(含新加坡分公司),ISO 9001,1298439.0,僅母公司(含新加坡分公司),ISO 9001,2717754.0,僅母公司(含新加坡分公司),ISO 9001,7.38,wafer-m2,0,無漂綠跡象,高風險,異常
上市,2021,2305,全友,0.0,母公司,,696.0,母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2308,台達電,17807.71,母公司及子公司之生產廠區,ISO 9001,133207.18,母公司及子公司之生產廠區(Market-based),ISO 9001,651556.48,母公司及子公司之生產廠區,ISO 9001,15.08,產值(單位：百萬美金),0,無漂綠跡象,高風險,正常
上市,2021,2312,金寶,310.17,母公司(涵蓋100%台灣營運據點),ISO 9001,2318.97,母公司(涵蓋100%台灣營運據點),ISO 9001,832.05,母公司(涵蓋100%台灣營運據點),ISO 9001,1.96,營業額,0,無漂綠跡象,高風險,正常
上市,2021,2313,華通,2360.27,母公司,ISO 9001,121549.86,母公司,ISO 9001,0.0,,,9.2,產品,0,無漂綠跡象,高風險,正常
上市,2021,2314,台揚,5.1,母公司,,4474.0,母公司,,0.0,,,6.78,員工人數,0,無漂綠跡象,高風險,正常
上市,2021,2316,楠梓電,3107.2968,僅母公司,ISO 9001,56593.8632,僅母公司,ISO 9001,0.0,,,0.0234,產品,0,無漂綠跡象,高風險,正常
上市,2021,2317,鴻海,237946.0,依2021年永續報告書邊界,ISO 9001,5982836.0,依2021年永續報告書邊界,ISO 9001,24025738.0,依2021年永續報告書邊界，目前揭露為2020年數據，2021年數據收集中,,1.04,百萬新台幣營業額,0,無漂綠跡象,高風險,正常
上市,2021,2321,東訊,0.0,,,908.221,110.01~110.12台電用電資料,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2323,中環,0.0,,,72808.0,"僅母公司,外購電力",,0.0,,,0.0191,千元營業額,0,無漂綠跡象,高風險,正常
上市,2021,2324,仁寶,22445.15,母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京）、重慶翊寶智慧電子裝置,ISO 9001,220617.74,母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京）、重慶翊寶智慧電子裝置,ISO 9001,27851.15,重慶廠(CQA)盤查外租宿舍所造成的類別4間接碳排放,ISO 9001,0.2,營業額;單位為新台幣百萬元,0,無漂綠跡象,高風險,正常
上市,2021,2327,國巨,4489.59,母公司,ISO 9001,120270.39,母公司,ISO 9001,33744.4,母公司,ISO 9001,3.1,百萬營業額,0,無漂綠跡象,高風險,正常
上市,2021,2328,廣宇,14.098,母公司,,80.9167,母公司,,0.0,,,0.0077,百萬營業額,0,無漂綠跡象,高風險,正常
上市,2021,2329,華泰,1364.5818,母公司,ISO 9001,82740.8744,母公司,ISO 9001,3806574.2274,母公司,ISO 9001,0.0002,營業額,0,無漂綠跡象,高風險,正常
上市,2021,2330,台積電,2151937.0,台灣廠區及子公司,ISO 14001,8152497.0,台灣廠區及子公司,ISO 14001,6049256.0,台灣廠區,ISO 14001,6.491,百萬元營業額,0,無漂綠跡象,高風險,異常
上市,2021,2331,精英,211.0,室氣體排放涵蓋精英電腦股份有限公司、興英數位科技(深圳)有限公司、精英電腦(蘇州工業園區)有限公司、與精英科技(泰國)股份有限公司。,ISO 14001,28957.0,溫室氣體排放涵蓋精英電腦股份有限公司、興英數位科技(深圳)有限公司、精英電腦(蘇州工業園區)有限公司、與精英科技(泰國)股份有限公司。,ISO 14001,0.0,,,0.0012,系統產品於組裝階段，平均每台產生0.001202 噸CO2e/  台,0,無漂綠跡象,高風險,異常
