"報告年度:2022","議題:廢棄物管理"
"公司代號","公司名稱","有害廢棄物量(公噸)-有害廢棄物量(公噸)","非有害廢棄物(公噸)-非有害廢棄物(公噸)","總重量(有害+非有害)(公噸)-總重量(有害+非有害)(公噸)","資料範圍-資料範圍","廢棄物密集度-密集度(公噸/單位)","廢棄物密集度-單位","取得驗證-取得驗證"
"=""4164""","承業醫","0.0000","0.0000","6.3640","包含合併財務報表之母子公司","0.0020","百萬元營業額",""
"=""4190""","佐登-KY","0.3491","43.9100","44.2591","台灣子公司:有害0.0171公噸/非有害40.6公噸 廣州子公司:有害0.332公噸/非有害3.31公噸","無，無統計相關數據","",""
"=""4306""","炎洲","0.0000","0.0000","12397.9100","台灣廠區","0.8400","百萬元營業額",""
"=""4414""","如興","12.6020","635.5100","648.1120","中國常州廠區與柬埔寨廠區","無，無統計相關數據","",""
"=""4426""","利勤","0.0000","483.4100","483.4100","2022年1-12月輸入能源分析","0.1305","產品","ISO 14001"
"=""4438""","廣越","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""4439""","冠星-KY","4013.8045","1031.8180","5045.6225","TOP SPORTS TEXTILE LTD.","0.3097","產品","EMeRet"
"=""4440""","宜新實業","0.0000","44.6590","44.6590","垃圾-彰化廠/台北辦公室/宿舍","無，無統計相關數據","",""
"=""4526""","東台","0.0000","66.8300","66.8300","東台精機股份有限公司第一廠","0.0093","產品",""
"=""4532""","瑞智","0.0000","357.2000","357.2000","僅母公司","0.0400","百萬元營業額",""
"=""4536""","拓凱","2.0000","124.0000","126.0000","本公司","無，無統計相關數據","",""
"=""4540""","全球傳動","0.0000","133.5290","133.5290","111年度","3.9000","百萬元營業額",""
"=""4545""","銘鈺","176.0000","280.0000","456.0000","母公司","0.3800","百萬元營業額",""
"=""4551""","智伸科","583.4800","1648.9900","2232.4700","包含合併財務報表之母子公司","0.0000","產品","ISO 14001"
"=""4552""","力達-KY","無，無","無，無","無，無","","無，無","",""
"=""4555""","氣立","0.0000","35.0000","35.0000","僅母公司","0.0539","百萬元營業額","ISO 9001 及 ISO14001"
"=""4557""","永新-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""4560""","強信-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""4562""","穎漢","0.0000","20.3000","20.3000","111年度","無，無統計相關數據","",""
"=""4564""","元翎","7.2600","394.8400","402.1000","本公司及重要子公司","無，無統計相關數據","",""
"=""4566""","時碩工業","0.0000","0.0000","358.6370","母公司","0.1549","百萬元營業額","ISO 14064-1"
"=""4571""","鈞興-KY","65.7520","601.4000","667.1520","主要生產子公司珠海鈞興及越南鈞興","0.0003","千元營業額",""
"=""4572""","駐龍","0.0000","20.6800","20.6800","合併財務報表之母子公司","0.0300","百萬元營業額",""
"=""4576""","大銀微系統","0.8800","281.3100","282.1900","母公司之總部及二廠","0.2052","千小時總經歷工時","ISO 14001"
"=""4581""","光隆精密-KY","0.0000","0.0000","52.9212","包含合併財務報表之母子公司","0.0520","百萬元營業額",""
"=""4583""","台灣精銳","0.0000","0.0000","209.2100","母公司","0.0000","千元營業額","ISO9001、ISO14001"
"=""4720""","德淵","26.0100","49.8700","75.8800","廢棄物量係以母公司計算；排放密集度單位係以合併財務報表百萬營業額計算。","0.0208","百萬元營業額",""
"=""4722""","國精化","275.1100","5333.7200","5608.8300","母公司","無，無統計相關數據","","ISO 14001"
"=""4736""","泰博","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""4737""","華廣","4.8000","57.9240","62.7240","母公司","無，無統計相關數據","",""
"=""4739""","康普","0.0000","480.6500","480.6500","康普集團","無，無統計相關數據","","ISO 14001"
"=""4746""","台耀","61.0400","1093.6200","1154.6600","母公司","0.3035","百萬元營業額",""
"=""4755""","三福化","860.7500","236.7500","1097.5000","僅母公司(善化廠、柳科廠、高雄廠)","0.0002","營業額；廢棄物量 / 仟元","ISO 14064-1 溫室氣體盤查標準、確信準則公報第一號"
"=""4763""","材料-KY","705.6300","627.8100","1333.4400","合併財務報表之母子公司","0.0003","營業額(仟元單位)",""
"=""4764""","雙鍵","4.5633","51.5500","56.1133","母公司","0.0200","百萬元營業額",""
"=""4766""","南寶","711.0000","972.0000","1683.0000","僅母公司","0.2700","百萬元營業額",""
"=""4770""","上品","0.0000","13.5600","13.5600","僅母公司","0.0022","百萬元營業額",""
"=""4807""","日成-KY","9567.0000","128546.0000","138113.0000","2022年度","無，無統計相關數據","",""
"=""4904""","遠傳","0.0000","0.0000","983.9700","母公司及新世紀資通、和宇寬頻及全虹等3家子公司","0.0100","百萬元營業額","ISAE3000確信標準"
"=""4906""","正文","78.6300","1262.4600","1341.0900","台灣總部、正鵬(昆山)廠、安博(常熟)廠及越南正文廠","0.0001","仟元營業額","ISO 14001"
"=""4912""","聯德控股-KY","42.0000","610.0000","652.0000","重要子公司聯德精密材料(中國)股份有限公司","5.2000","產品",""
"=""4915""","致伸","91.5500","2575.1770","2666.7270","致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼、東城迪芬尼，迪芬尼電聲、致伸泰國、迪芬尼泰國","0.0337","百萬元營業額","ISO 14001"
"=""4916""","事欣科","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""4919""","新唐","529.0000","284.0000","813.0000","僅母公司","80.0000","公克/層-晶圓光罩","ISO 14001"
"=""4927""","泰鼎-KY","11807.4840","3986.8320","15794.3160","包含合併財務報表之母子公司","1.0595","百萬元營業額","ISO 14001"
"=""4930""","燦星網","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""4934""","太極","0.0000","0.0000","2.8400","母公司及越南子公司","2.8400","每位員工","ISO 14001"
"=""4935""","茂林-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""4938""","和碩","1778.4300","57290.2700","59068.7000","和碩聯合科技(股)公司、昌碩科技(上海)、世碩電子(昆山)、名碩電腦(蘇州)、康碩電子(蘇州)、凱碩電腦(蘇州)、旭碩科技(重慶)、凱全電子(重慶)、Pegatron Mexico S.A. de C.V.、PEGATRON Czech s.r.o.、PT. PEGATRON TECHNOLOGY INDONESIA、PEGATRON VIETNAM COMPANY LIMITED、PEGATRON TECHNOLOGY HAI PHONG COMPANY LIMITED、PEGATRON TECHNOLOGY INDIA PRIVATE LIMITED","0.0450","百萬元營業額","ISO 14001"
"=""4942""","嘉彰","0.0000","1087.0200","1087.0200","111年度廢棄物量統計","0.4800","百萬元營業額",""
"=""4943""","康控-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""4952""","凌通","0.0000","0.0000","13.6200","母公司","0.0043","百萬元營業額",""
"=""4956""","光鋐","186.7810","269.2880","456.0690","111年01月~111年12月","無，無統計相關數據","",""
"=""4958""","臻鼎-KY","52907.0000","27402.0000","80309.0000","大陸園區與台灣園區","0.4700","百萬元營業額","UL2799 Zero Waste to Landfill"
"=""4960""","誠美材","903.0000","3111.0000","4014.0000","僅母公司","0.1290","產能(仟米平方)","ISO 14001"
"=""4961""","天鈺","0.0000","61.1000","61.1000","天鈺總部篤行據點及新竹公道五據點","0.0031","百萬元營業額","AA1000 Type2 中度保證等級"
"=""4967""","十銓","1.8200","11.3400","13.1600","涵蓋範圍僅母公司","0.0196","百萬元營業額",""
"=""4968""","立積","0.2087","20.3498","20.5585","母公司","0.0060","百萬元營業額","ISO 14001"
"=""4976""","佳凌","無，詳年報說明","無，詳年報說明","無，詳年報說明","","無，無統計相關數據","","ISO 14001"
"=""4977""","眾達-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""4989""","榮科","626.7700","71.8200","698.5900","本公司","0.0672","產量:噸",""
"=""4994""","傳奇","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""4999""","鑫禾","0.0000","34.2000","34.2000","母公司","0.0001","千元營業額",""
"=""5007""","三星","0.0000","450.0000","450.0000","母公司","0.0705","百萬元營業額","ISO 14001"
"=""5203""","訊連","0.0000","0.0000","62.8000","僅母公司台北總部","0.0446","百萬元營業額",""
"=""5215""","科嘉-KY","無，詳年報說明","無，詳年報說明","無，詳年報說明","","無，詳年報說明","",""
"=""5222""","全訊","4.5350","24.2926","28.8276","個別報表所有廠區","0.0278","百萬元營業額","ISO 9001"
"=""5225""","東科-KY","7.0910","771.4792","778.5702","東科全集團（不含ScS）","0.0618","百萬元營業額","ISO 14001"
"=""5234""","達興材料","593.0000","219.0000","812.0000","所有生產廠區","0.2100","百萬元營業額",""
"=""5243""","乙盛-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""5244""","弘凱","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""5258""","虹堡","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""5269""","祥碩","0.0000","0.0000","19.8704","111/1/1~12/31, 範圍:祥碩總公司辦公室","0.3790","營業額(億元)",""
"=""5283""","禾聯碩","無，尚在評估規畫中","無，尚在評估規畫中","無，尚在評估規畫中","","無，尚在評估規畫中","",""
"=""5284""","jpp-KY","0.0000","0.0000","142.4730","經寶精密工業股份有限公司","0.0695","百萬元營業額","Thai Ministrial Regulation"
"=""5285""","界霖","144.6300","14.5100","159.1400","界霖科技楠梓廠區","無，無統計相關數據","",""
"=""5288""","豐祥-KY","5221.9200","15410.1000","20632.0200","主要營運孫公司台灣豐祥及越南VPIC1","0.0026","仟元營業額","ISO 14001"
"=""5306""","桂盟","0.0000","0.0000","176.0000","母公司及合併財務報表之子公司(桂盟企業)","0.0500","百萬元營業額",""
"=""5388""","中磊","40.7780","604.5950","645.3730","本公司(&#12149;南廠)","0.6590","員工人數(&#12149;南廠)",""
"=""5434""","崇越","0.0000","0.0000","15.9200","母公司","0.0005","百萬元營業額",""
"=""5469""","瀚宇博","4876.6550","573.9630","5450.6180","瀚宇博德股份有限公司","0.0029","產品",""
"=""5471""","松翰","0.0000","0.0000","0.2000","僅母公司","0.0001","營業額(新台幣仟元)","ISO9001 ISO14001 QC080000"
"=""5484""","慧友","0.0000","0.1500","0.1500","母公司111年存貨報廢的重量","0.5102","百萬元營業額",""
"=""5515""","建國","0.0000","0.0000","15338.9300","工地","無，無統計相關數據","",""
"=""5519""","隆大","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""5521""","工信","0.0000","0.0000","109800.4100","僅母公司","23.7400","百萬元營業額",""
"=""5522""","遠雄","0.0000","0.0000","10847.2100","包含合併財務報表之母子公司","0.4081","百萬元營業額",""
"=""5525""","順天","0.0000","44.8000","44.8000","母公司","無，無統計相關數據","",""
"=""5531""","鄉林","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""5533""","皇鼎","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""5534""","長虹","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""5538""","東明-KY","無，母公司為控股公司","無，母公司為控股公司","無，母公司為控股公司","","無，母公司為控股公司","",""
"=""5546""","永固-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""5607""","遠雄港","無，因2023年為本公司盤查起始年","無，因2023年為本公司盤查起始年","無，因2023年為本公司盤查起始年","","無，因2023年為本公司盤查起始年","",""
"=""5608""","四維航","0.0000","0.0000","383.0630","母子孫公司所屬船舶","0.5418","廢棄物總量/(海勤船員+辦公室員工人數)",""
"=""5706""","鳳凰","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""5871""","中租-KY","0.0000","0.0000","229.6300","全台灣地區","無，無統計相關數據","",""
"=""5876""","上海商銀","0.0000","264.0000","264.0000","僅母公司","0.0094","百萬元營業額","1.確信準則3000號 2.通過ISO 14001驗證"
"=""5880""","合庫金","0.0000","0.0000","452.6100","集團全據點334處","0.0085","佰萬元淨收益","ISO 14064溫室氣體排放盤查"
"=""5906""","台南-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""5907""","大洋-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6005""","群益證","0.0000","67.4838","67.4838","母公司","1.1958","百萬元營業額",""
"=""6024""","群益期","0.0000","2.5042","2.5042","全台營運據點","0.0010","百萬元營業額",""
"=""6108""","競國","1355.0000","54.0000","1409.0000","本公司","0.0015","產品",""
"=""6112""","邁達特","0.0000","0.0000","2.4100","1. 邁達特數位股份有限公司(台北總部) 2. 啟迪國際資訊股份有限公司(台北總部) 3. 聚上雲股份有限公司","0.0002","百萬元營業額","本公司廢棄物量數據經2022永續報告書驗證。"
"=""6115""","鎰勝","5.9130","1919.9210","1925.8340","母公司及海外子公司","1925.8340","產品",""
"=""6116""","彩晶","3929.3400","7575.9300","11505.2700","母公司及子公司(南京瀚宇彩欣科技","0.6700","百萬元營業額",""
"=""6117""","迎廣","0.0000","337.5200","337.5200","母公司","0.0002","千元營業額",""
"=""6120""","達運","223.0000","5362.0000","5585.0000","包含本公司及合併財務報表內子公司","0.3900","百萬元營業額",""
"=""6128""","上福","0.0000","463.0300","463.0300","上福全球在台灣營運據點為主(包含本廠、二廠及三廠)","0.0003","仟元營業額",""
"=""6133""","金橋","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6136""","富爾特","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6139""","亞翔","0.0000","0.0000","11.9700","亞翔工程(股)公司三個辦公室","0.0011","百萬元營業額",""
"=""6141""","柏承","5752.0000","277.7890","6029.7890","昆山子公司廠區","0.2937","仟元營業額","ISO 9001"
"=""6142""","友勁","3.0600","61.5900","64.6500","母公司","0.0191","百萬元營業額","ISO 14001"
"=""6152""","百一","0.0000","0.0000","1.2240","母公司","無，無統計相關數據","",""
"=""6153""","嘉聯益","890.0000","1550.0000","2440.0000","僅母公司樹林廠","無，無統計相關數據","","UL2799"
"=""6155""","鈞寶","17.6600","59.2400","76.9000","母公司","無，無統計相關數據","",""
"=""6164""","華興","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6165""","浪凡","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6166""","凌華","0.8800","3.4050","4.2850","2022/1/1-2022/12/31","0.0005","百萬元營業額",""
"=""6168""","宏齊","4.2120","86.7034","90.9154","母公司","0.0000","千元營業額","ISO 14001"
"=""6176""","瑞儀","57.8500","5744.4600","5802.3100","台灣與中國大陸製造廠區","0.0007","產品塑膠粒投料量(公斤)","ISO 14001"
"=""6177""","達麗","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6183""","關貿","0.0000","1.9030","1.9030","總公司","0.0008","總重量(噸)/營業額(百萬)","ISO 14001"
"=""6184""","大豐電","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6189""","豐藝","0.0000","5312.0000","5312.0000","母公司","無，無統計相關數據","",""
"=""6191""","精成科","46497.0000","22886.1000","69383.1000","包含合併財務報表之母子公司","2.8610","百萬元營業額",""
"=""6192""","巨路","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6196""","帆宣","0.0000","0.0000","197.6200","湖口廠、頭份廠、南科一、二、三、五廠","0.0039","百萬元營業額",""
"=""6197""","佳必琪","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6201""","亞弘電","0.0000","0.0000","33.9400","母公司","無，無統計相關數據","",""
"=""6202""","盛群","0.0000","0.0000","11.4481","母公司","0.0019","百萬元營業額","ISO 14001"
"=""6205""","詮欣","無，本公司主要係生產組裝連接器及連接線，其組裝製程中並不會產生重大污染環境之有害物質與廢水、廢氣","無，本公司主要係生產組裝連接器及連接線，其組裝製程中並不會產生重大污染環境之有害物質與廢水、廢氣","無，本公司主要係生產組裝連接器及連接線，其組裝製程中並不會產生重大污染環境之有害物質與廢水、廢氣","","無，本公司主要係生產組裝連接器及連接線，其組裝製程中並不會產生重大污染環境之有害物質與廢水、廢氣","","ISO 14001"
"=""6206""","飛捷","0.0000","0.0000","211.5600","飛捷母公司(內湖總部及林口工廠)","無，使用重量絕對值管理","",""
"=""6209""","今國光","43.3350","129.9080","173.2430","111年今國集團","0.0876","百萬元營業額","ISO 14001"
"=""6213""","聯茂","547.4900","538.8800","1086.3700","母公司","無，1,946佰萬營業額","","ISO 14001"
"=""6214""","精誠","0.0000","68.7000","68.7000","僅母公司","0.0560","員工人數",""
"=""6215""","和椿","0.0000","6.9000","6.9000","母公司","0.0038","百萬元營業額",""
"=""6216""","居易","0.0000","15.0000","15.0000","一般事業廢棄物","無，無統計相關數據","",""
"=""6224""","聚鼎","33773.0000","63370.0000","97143.0000","母公司","無，無統計相關數據","",""
"=""6225""","天瀚","無，詳年報說明","無，詳年報說明","無，詳年報說明","","無，詳年報說明","",""
"=""6226""","光鼎","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6230""","尼得科超眾","0.0000","0.0000","34.3000","中興廠","0.0028","百萬元營業額","ISO 14001"
"=""6235""","華孚","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6239""","力成","2495.2500","5339.8300","7835.0800","僅台灣地區力成科技","0.1500","百萬元營業額","ISO 14001"
"=""6243""","迅杰","0.0000","0.0000","0.4134","母公司","0.0005","百萬元營業額",""
"=""6257""","矽格","13.0181","278.5220","291.5401","矽格北興廠區 中興廠區 湖口廠區","0.0275","百萬元營業額",""
"=""6269""","台郡","2127.0000","1675.0000","3802.0000","僅母公司","0.0040","產品","ISO 14001"
"=""6271""","同欣電","536.8100","1089.1700","1625.9800","資料涵蓋合併財務報表之母子公司，共四個廠區，不含總部辦公室 1.台北廠-新北市鶯歌區鶯桃路365巷55號 2.龍潭廠-桃園市龍潭區龍園五路21號 3.竹北廠-新竹縣竹北市泰和路84號與 昌益辦公室-新竹縣竹北市環科一路1號6樓之1號 4.菲律賓廠-103Prosperity Ave, Calamba, 4037 Laguna, Philippines","0.1100","百萬元營業額","ISO 14001"
"=""6277""","宏正","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6278""","台表科","378.3300","2655.2600","3033.5900","母公司及子公司-峻凌電子(蘇州)有限公司","0.0400","百萬元營業額",""
"=""6281""","全國電","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6282""","康舒","110.5800","3846.8500","3957.4300","包含合併財務報表之母子公司","0.1600","百萬元營業額","ISO 9001&14001& UL2799"
"=""6283""","淳安","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6285""","啟碁","0.0000","0.0000","6072.0100","廢棄物量計算範圍為碁總部、力行廠、南科廠、佳、新、基永昌（昆山與南京）、越南廠。","0.0640","百萬元營業額","2022年碁科技永續報告書確認符合SASB對應行業準則、GRI準則依循以及AA1000第一類型中度保證等級"
"=""6288""","聯嘉","19.1250","70.7580","89.8830","組織邊界  台灣總公司(聯嘉光電股份有限公司) 地址：350苗栗縣竹南鎮科東一路2號  外倉 地址：350苗栗縣竹南鎮和興路364號","0.0235","百萬元營業額",""
"=""6405""","悅城","3571.2200","222.2200","3793.4400","母公司","10.1158","百萬元營業額",""
"=""6409""","旭隼","2.9500","573.0000","575.9500","1.旭隼科技在營運過程中所處理的全部固體廢物（即不可回收、再利用或焚燒的廢棄物用於能源回收） 2.2022年產生的總廢棄物3,798公噸;使用/回收/出售的廢棄物總量3,225公噸;處置的廢物總量573公噸","0.7783","單位:百萬美金營業額","ISO 9001 .ISO 4001 .ISO45001 ; 採用ISAE3000及ISAE3410進行確信"
"=""6412""","群電","75.7100","3325.8500","3401.5600","東莞廠、蘇州廠、重慶廠、泰國廠","0.0830","百萬元營業額","ISO 14001；蘇州廠UL 2799: UL"
"=""6414""","樺漢","0.0000","0.0000","2.5610","僅母公司","無，無統計相關數據","",""
"=""6415""","矽力*-KY","0.0000","0.0000","469.2000","矽力杰半導體技術（杭州）有限公司","0.0200","千元營業額","ISO 14001"
"=""6416""","瑞祺電通","0.0000","0.3100","0.3100","僅母公司","0.0001","百萬元營業額","ISO 14001"
"=""6426""","統新","0.0000","0.0000","22.2848","母公司","無，無統計相關數據","",""
"=""6431""","光麗-KY","無，未達盤查標準，尚未開始盤查。","無，未達盤查標準，尚未開始盤查。","無，未達盤查標準，尚未開始盤查。","","無，未達盤查標準，尚未開始盤查。","",""
"=""6438""","迅得","0.0000","91.5600","91.5600","僅母公司","0.0268","百萬元營業額",""
"=""6442""","光聖","0.0000","36.0550","36.0550","僅母公司","0.0120","百萬元營業額",""
"=""6443""","元晶","1318.7000","3223.6000","4542.3000","111年新竹廠及屏東廠加總","0.5040","百萬元營業額","ISO 14001"
"=""6446""","藥華藥","6.8060","18.1050","24.9110","母公司藥華醫藥+子公司泛泰醫療","0.1580","產品",""
"=""6449""","鈺邦","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6451""","訊芯-KY","36.3300","32.8800","69.2100","2022.1~2022.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區(廣東省固體廢物環境監管信息平臺)","0.7600","萬元產值， 2022.1~2022.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區",""
"=""6456""","GIS-KY","826.6900","15538.6900","16365.3800","本公司及子公司所有廠區","無，無統計相關數據","","ISO 14001"
"=""6464""","台數科","0.0000","0.0000","4.7700","僅母公司","0.0003","千元營業額",""
"=""6472""","保瑞","15.3000","57.6000","72.9000","竹南廠、竹北廠及台南廠","0.0069","百萬元營業額",""
"=""6477""","安集","0.2600","155.7940","156.0540","20220101-20221231","0.0001","千元營業額",""
"=""6491""","晶碩","66.5400","2599.5370","2666.0770","僅母公司","0.0000","每百萬單位產品3.33公噸","ISO 14001"
"=""6504""","南六","0.0000","251.0000","251.0000","111/1/1-111/12/31","0.1000","百萬元營業額","ISO 14001"
"=""6505""","台塑化","613.0000","1342943.0000","1343556.0000","母公司","1.5843","百萬元營業額",""
"=""6515""","穎崴","6.7730","887.7600","894.5330","台灣所有廠區","0.1750","百萬元營業額","ISO 14001"
"=""6525""","捷敏-KY","292.7000","1260.0000","1552.7000","包含合併財務報表之子公司","0.0003","產品",""
"=""6531""","愛普*","0.0000","0.0000","0.0600","母公司","0.0000","百萬元營業額",""
"=""6533""","晶心科","0.0000","0.1500","0.1500","僅母公司","無，無統計相關數據","",""
"=""6541""","泰福-KY","10.6200","88.0400","98.6600","合併財務報表之母子公司","0.0040","噸/新台幣仟元營收",""
"=""6550""","北極星藥業-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6552""","易華電","1340.4400","132.6000","1473.0400","易華公司","0.0000","產品",""
"=""6558""","興能高","76.5400","69.0000","145.5400","範疇三","0.1267","百萬元營業額",""
"=""6573""","虹揚-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6579""","研揚","3.2180","15.0220","18.2400","母公司","0.0030","百萬元營業額",""
"=""6581""","鋼聯","1074.0000","113051.0000","114125.0000","僅母公司","0.6945","服務","ISO 14001"
"=""6582""","申豐","5.7600","488.3500","494.1100","母公司","0.0155","產品","ISO 14001"
"=""6585""","鼎基","0.0000","385.8200","385.8200","本公司之高雄辦公室以及台灣各廠(高雄廠、屏東廠)","0.0002","仟元",""
"=""6591""","動力-KY","無，詳年報說明","無，詳年報說明","無，詳年報說明","","無，詳年報說明","",""
"=""6592""","和潤企業","無，詳年報說明","無，詳年報說明","無，詳年報說明","","無，詳年報說明","",""
"=""6598""","ABC-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6605""","帝寶","0.0000","140.0000","140.0000","年度","0.0001","百萬元營業額",""
"=""6606""","建德工業","0.0000","0.0000","1.3760","廢棄物回收單","無，無統計相關數據","",""
"=""6625""","必應","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6641""","基士德-KY","6.9100","17.2000","24.1100","合併報表之子公司之一-川源(中國)平湖廠區","0.0177","百萬元營業額",""
"=""6655""","科定","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6657""","華安","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6666""","羅麗芬-KY","0.0000","40.0000","40.0000","子公司嘉文麗（福建）化妝品有限公司","0.0315","產品",""
"=""6668""","中揚光","68.8200","48.4500","117.2700","111/1/1~111/12/31","0.2600","百萬元營業額",""
"=""6669""","緯穎","0.0000","0.0000","8520.2400","母公司及全球主要營運與製造廠區(緯穎科技墨西哥子公司)","0.0291","百萬元營業額","ISO 14001"
"=""6670""","復盛應用","108.3500","8755.5300","8863.8800","桃園廠","0.3200","百萬元營業額","ISO 14001"
"=""6671""","三能-KY","13.7700","616.1300","629.9000","合併財務報表之母子公司","0.3383","百萬元營業額",""
"=""6672""","騰輝電子-KY","207.7400","1517.4400","1725.1800","合併財務報表之子公司生產型廠區","0.0003","千元營業額",""
"=""6674""","鋐寶科技","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6689""","伊雲谷","0.0000","0.0000","12.8654","母公司","0.0054","百萬元營業額",""
"=""6691""","洋基工程","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6695""","芯鼎","無，營運據點皆屬租用之綜合辦公大樓，生活垃圾由大樓管委會統一清運處理，無法取得數據，故無納入統計。","無，營運據點皆屬租用之綜合辦公大樓，生活垃圾由大樓管委會統一清運處理，無法取得數據，故無納入統計。","無，營運據點皆屬租用之綜合辦公大樓，生活垃圾由大樓管委會統一清運處理，無法取得數據，故無納入統計。","","無，營運據點皆屬租用之綜合辦公大樓，生活垃圾由大樓管委會統一清運處理，無法取得數據，故無納入統計。","",""
"=""6698""","旭暉應材","0.0000","36448.0000","36448.0000","僅母公司","0.0291","千元營業額",""
"=""6706""","惠特","0.0000","40.2520","40.2520","僅母公司","0.0090","百萬元營業額",""
"=""6715""","嘉基","7.4050","128491.9740","128499.3790","包含合併財務報表之母子公司-本公司及子公司嘉基蘇州","23.9113","百萬元營業額","ISO 14001"
"=""6719""","力智","0.0000","4.5500","4.5500","母公司","0.0010","百萬元營業額","ISO 14001"
"=""6743""","安普新","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6753""","龍德造船","0.0000","726.8362","726.8362","僅母公司","0.1897","百萬元營業額",""
"=""6754""","匯僑設計","0.0000","0.0000","296.0000","總公司+中壢鴻僑","0.0580","百萬元營業額",""
"=""6756""","威鋒電子","0.0000","0.0000","0.2050","母公司","無，無統計相關數據","",""
"=""6768""","志強-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6770""","力積電","6204.1800","10862.0400","17066.2200","力積電各廠區111年產出加總","0.0129","產品",""
