報告年度:2021,議題:廢棄物管理,議題:水資源管理,議題:溫室氣體排放,議題:能源管理,報告年度:2022,報告年度:2023
,,,6.5500,,,
,,,4.1286,,,
,,,4.7980,,,
,,,,,,
,,,,,,
,,,3.9200,,,
,,,34.7600,,,母公司
,,,,,,愛之味股份有限公司
,,,1.1251,,,
,,,1.6100,,,母公司(沙鹿廠、台中港廠、鹿港廠與高雄廠)
,,,20.2448,,,
,,,0.4966,,,
,,,1.7507,,,佳格食品集團台北總公司及6處營業所、佳格食品股份有限公司大園廠(含宿舍)、佳格食品股份有限公司中壢廠及佳乳食品股份有限公司湖口廠
,,,1.2237,,,母公司-聯華投控、子公司-聯華置產、聯華製粉 含 用水、廢棄物和商務差旅
,,,2.1700,,,
,,,5.9170,,,
,,,2.3095,,,
,,,2.6457,,,母公司(含台北總公司、中壢廠、斗六廠)
,,,14.8297,,,
,,,4.8400,,,
,,,4.6638,,,
,,,53.2422,,,母公司
,,,31.4700,,,僅母公司
,,,12.4600,,,個體公司(購買之商品及勞務、燃料和能源相關活動、營運中產生之廢棄物、員工通勤、商務旅行)
,,,23.3200,,,合併財務報表母子公司(購買之商品及勞務、上游運輸及配送、商務旅行、員工通勤、營運中產生之廢棄物、下游運輸及配送)
,,,29.5200,,,
,,,16.1900,,,
,,,5.0100,,,
,,,21.0400,,,
,,,32.2620,,,
,,,9.8880,,,
,,,33.8100,,,母公司個體(台北總公司及生產廠區)
,,,,,,
,,,,,,
,,,3.5594,,,
,,,0.4394,,,
,,,6.8790,,,
,,,6.2196,,,
,,,,,,
,,,37.5052,,,台化母公司
,,,,,,
,,,60.6200,,,子公司東莞廣澤汽車飾件有限公司
,,,,,,
,,,,,,
,,,18.1129,,,
,,,,,,111年
,,,6.8300,,,母公司及合併財務報告部分子公司（70家）
,,,13.1772,,,
,,,,,,
,,,13.3266,,,
,,,23.4847,,,台北辦公室+麻豆廠區
,,,,,,
,,,,,,
,,,19.0407,,,
,,,5.8335,,,
,,,0.0005,,,
,,,,,,
,,,7.3500,,,
,,,,,,
,,,,,,
,,,0.0417,,,
,,,,,,
,,,,,,
,,,13.2280,,,本公司個體
,,,,,,
,,,0.5408,,,
,,,,,,
,,,24.0535,,,
,,,,,,
,,,198.9469,,,
,,,23.1342,,,
,,,28.1231,,,
,,,3.2894,,,
,,,14.3162,,,
,,,,,,
,,,,,,
,,,16.1400,,,一至五廠區、台北辦事處
,,,,,,
,,,0.0717,,,以「宜進公司及子公司(光明絲織廠股份有限公司、宏洲纖維工業股份有限公司、億東纖維股份有限公司、欣懋投資股份有限公司、大田國際開發股份有限公司、大宜國際開發股份有限公司)台北公司」為盤查範圍
,,,19.5600,,,
,,,18.4607,,,
,,,1.0830,,,
,,,1.7439,,,
,,,,,,
,,,20.1125,,,
,,,1.4300,,,
,,,,,,
,,,21.0500,,,
,,,,,,
,,,,,,
,,,0.0095,,,
,,,5.4841,,,
,,,,,,
,,,3.8578,,,包含合併財務報表之母子公司
,,,0.9386,,,"聚陽股份有限公司(總公司)、Jiaxing Rising Garment Co., Ltd."
,,,,,,
,,,1.1464,,,東元母公司個體(包含:總公司、中壢廠、觀音二廠、湖口廠、淡水廠、觀音廠及七個營業站所)BSI及關係企業子公司（台灣地區BSI/金工/TUV NORD、大陸/越南地區CQC 、美國地區SGS 、義大利地區TUV）
,,,6.3400,,,
,,,,,,
,,,0.2630,,,
,,,0.3893,,,僅母公司楊梅廠
,,,14.9350,,,母公司
,,,,,,
,,,2.2732,,,利奇機械工業股份有限公司 總公司：彰化市石牌里石牌路一段112號 南崗廠：南投縣南投市南崗工業區工業南五路8號 
,,,0.7060,,,包含合併財務報表之母子公司
,,,3.4833,,,
,,,1.3514,,,母公司-類別3及類別4
,,,2.0212,,,
,,,2.2700,,,
,,,0.7938,,,
,,,6.2633,,,一廠：407288台中市西屯區工業36路24號 二廠：407021台中市西屯區工業36路17號 三廠：407021台中市西屯區工業34路22號 五廠：407021台中市西屯區工業35路16號 六廠：407021台中市西屯區工業34路20號 七廠：407020台中市西屯區工業37路33號 八廠：407021台中市西屯區工業36路22號
,,,,,,
,,,,,,
,,,,,,
,,,2.2655,,,
,,,21.8200,,,
,,,0.0114,,,第一廠、中港廠
,,,0.0680,,,包含合併財務報表之母子公司
,,,7.1401,,,
,,,,,,
,,,,,,
,,,0.5534,,,
,,,0.2077,,,
,,,15.5200,,,
,,,1.6885,,,台灣母公司
,,,7.1656,,,母公司
,,,10.7013,,,僅母公司
,,,4.7700,,,
,,,0.2275,,,範疇一 +  二 +  三
,,,,,,
,,,,,,
,,,14.3383,,,
,,,3.7549,,,
,,,6.4405,,,
,,,0.2734,,,類別1+2+3+4
,,,,,,
,,,0.7520,,,
,,,0.5200,,,華新麗華股份有限公司個體公司及子公司( 包括東莞華新、上海華新、江陰華新、江陰合金、煙台華新、常熟華新、華新精密)
,,,2.1648,,,
,,,1.3995,,,大亞公司(個體)
,,,,,,
,,,1.5700,,,
,,,1.1465,,,
,,,,,,
,,,1.2888,,,
,,,5.3148,,,
,,,,,,
,,,2.8700,,,
,,,4.2950,,,
,,,2.8700,,,
,,,9.5100,,,
,,,9.4008,,,
,,,86.3378,,,高雄市林園區工業三路三、五號
,,,7.9274,,,
,,,1.8071,,,
,,,10.1146,,,
,,,5.5570,,,和桐化學高雄廠+台北辦公室
,,,5.5300,,,母公司個體(包含母公司個體之生產據點)、大陸子公司、馬來西亞子公司生產廠區。
,,,99.4958,,,
,,,2.8400,,,生達一廠+生達二廠
,,,1.7000,,,
,,,28.1981,,,
,,,12.8100,,,
,,,0.0681,,,
,,,0.0500,,,
,,,0.0578,,,
,,,,,,
,,,,,,
,,,1.2200,,,
,,,5.7664,,,
,,,,,,
,,,5.6642,,,
,,,0.7291,,,
,,,8.0393,,,
,,,6.0633,,,
,,,3.2200,,,寶齡富錦生技與子公司正峰化學
,,,8.2950,,,「中化合成生技股份有限公司」的生產製程、生產設施及營業活動之溫室氣體排放之責任界限
,,,6.6382,,,
,,,3.9163,,,僅母公司
,,,,,,
,,,,,,
,,,7.1100,,,
,,,0.9104,,,
,,,,,,
,,,,,,
,,,29.4600,,,
,,,0.0033,,,
,,,,,,
,,,2.3300,,,
,,,0.1690,,,
,,,,,,
,,,46.9048,,,母公司
,,,45.0189,,,
,,,,,,
,,,21.2000,,,永豐餘投控(個體母公司)的範疇三排放量已100%執行確信完成，投控旗下三大事業群的盤查和確信尚在評估規劃中。
,,,10.0700,,,母公司(含台北總處、南崁廠、龍潭廠、神岡廠、二林廠、雲林廠、路竹廠)
,,,91.6000,,,母公司：僅包含納入查證項目，統計「營運產生的廢棄物處理」、「商務旅行」、「燃料與能源相關活動廢棄物處理」及「上游運送與貨物配送」等四項
,,,16.7000,,,母公司
,,,7.2100,,,
,,,5.7061,,,個別財報(本公司無子公司) 高雄總公司、屏東分公司、台北分公司
,,,6.9341,,,
,,,0.7582,,,春源鋼鐵母公司在台灣營運的12個據點
,,,8.6017,,,母公司
,,,0.4670,,,「商務旅行」、「營運產生的廢棄物處理」、「上游運輸與貨物配送」以及「原物料與能源相關活動」共四項目
,,,7.3399,,,範疇3採中鴻公司進行鑑別，並依所訂「重大間接排 放源鑑別準則」評估各類間接溫室氣體排放之重要性，依所列四大項評估準則，評估結果如屬四大項其中一項，則列為重大間接排放，但排除報告邊界內(中鴻內部)廠區間移撥等使用。包含：類別3(運輸)-3.1上游運輸、類別4(組織使用的產品)-4.1請購商品、類別4(組織使用的產品)-4.3燃料及能源相關、類別4(組織使用的產品)-4.4廢棄物處置。
,,,19.9742,,,僅確信與母公司直接關係項目，燃料和能源有關的活動(外購電力)和廢棄物處理與運輸。
,,,6.9802,,,
,,,1.3200,,,母公司
,,,,,,母公司(一廠、二廠、三廠)
,,,6.1800,,,
,,,5.5323,,,志聯公司（總公司＋新屋廠）：桃園市新屋區中興路480號，本公司目前無子公司。
,,,10.6876,,,
,,,1.1639,,,
,,,23.7422,,,
,,,6.3569,,,
,,,1.8254,,,母公司個體之各廠區及營運據點
,,,0.5173,,,新光鋼鐵股份有限公司(台北總公司、觀音廠、彰濱廠、高雄廠)
,,,0.3170,,,
,,,7.1846,,,母公司
,,,0.1488,,,僅母公司
,,,20.0267,,,
,,,6.9000,,,
,,,15.2382,,,
,,,2.2297,,,
,,,0.1324,,,母公司
,,,9.9776,,,
,,,,,,
,,,16.3608,,,2023年度其他間接(範疇三)溫室氣體資訊，包含母公司及實質營運子公司，依ISO14064-1規範，確信類別3-上游運輸和配送產生之排放(主要原物料)、類別4-採購產品產生之排放(主要原物料)、使用的能資源相關活動之排放(類別1及類別2以外)、營運過程產生廢棄物清運與處置之排放
,,,60.1216,,,國際中橡
,,,6.9812,,,
,,,1.1400,,,
,,,2.7545,,,
,,,2.4600,,,僅母公司
,,,,,,
,,,,,,
,,,29.9723,,,
,,,0.4356,,,裕隆汽車母公司個體營運據點(三義廠區)
,,,0.5387,,,組織邊界(楊梅廠、新竹廠、幼獅廠倉庫)外之上下游活動(景綸大樓8F用電、台北辦公室11樓用電)
,,,0.9900,,,新竹廠、新豐廠、零件業務部、宿舍
,,,,,,
,,,1.7718,,,
,,,1.4160,,,僅母公司(長榮鋼鐵)-上、下游的運輸與配送、購買商品排放、燃料和能資源相關活動
,,,0.0420,,,
,,,2.6155,,,
,,,0.7500,,,
,,,1.7073,,,
,,,,,,
,,,,,,
,,,5.0576,,,
,,,,,,
,,,0.1573,,,
,,,,,,
,,,,,,
,,,1.0703,,,
,,,1.0835,,,"光寶科技股份有限公司(光寶科技中和廠、光寶科技新莊辦公室、光寶科技內湖大樓、光寶科技高雄營運中心)、光寶科技(常州)有限公司、光寶光電(常州)有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、惠州市力信電子有限公司、光寶電子(東莞)有限公司、光寶電源科技(東莞)有限公司、旭麗電子(東莞)有限公司、建興光電科技(北海)有限公司、光寶電子(廣州)有限公司、敦揚（廣州）汽車電子有限公司、光寶智能汽車(廣州)有限公司、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON AUTOMOTIVE ELECTRONICS MEXICO, S.A. DE C.V.、LITE-ON VIETNAM CO., LTD."
,,,1.8313,,,
,,,9.6500,,,母公司(含新加坡分公司) 
,,,6.4462,,,
,,,0.3300,,,全球據點包含本公司及子公司 
,,,1.1000,,,台灣廠區
,,,7.6673,,,台灣(母公司個體蘆竹廠及大園廠)及惠州電腦、惠州精密
,,,1.2313,,,
,,,20.5097,,,
,,,0.4350,,,
,,,,,,
,,,26.5890,,,
,,,0.1560,,,1. 母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京），重慶翊寶智慧電子裝置 、Compal Wise Electronic (Vietnam) 之水生命週期排放 2. 重慶員工宿舍區之溫室氣體排放
,,,3.8226,,,母公司
,,,0.0060,,,
,,,5.0570,,,母公司
,,,5.2239,,,"母公司個體(台灣廠區)、台積電（中國）、台積電（南京）、TSMC Washington, LLC、采鈺公司"
,,,4.6500,,,精英電腦臺灣總部、興英數位科技(深圳)有限公司及精強科技股份有限公司
,,,26.4000,,,購買商品 / 產品使用
,,,13.6000,,,母公司範疇三
,,,247.0000,,,
,,,10.7155,,,"溫室氣體種類: CO2, CH4, N2O, HFCs, PFCs, SF6, NF3 查驗數據年度或區間: 2023年01月01日至2023年12月31日"
,,,,,,
,,,10.6675,,,母公司
,,,0.1811,,,
,,,0.0247,,,涵蓋聯強國際集團及子公司嘉榮行銷股份有限公司，部分子公司通達運籌股份有限公司
,,,,,,
,,,0.0058,,,
,,,3.5630,,,母公司
,,,0.6650,,,台灣、蘇州、越南
,,,0.0438,,,含合併財務報表之母子公司
,,,0.0044,,,
,,,16.2797,,,台灣公司、常熟公司
,,,0.3000,,,同盤查邊界 
,,,149.1400,,,合併營收之母子公司（依據ISO 14064實質性定義排除不具控制權的子公司）
,,,2.5358,,,
,,,0.0470,,,致茂電子總部、華亞廠、致茂電子新竹分公司、致茂電子高雄分公司
,,,0.0213,,,
,,,,,,
,,,0.6580,,,
,,,0.8701,,,
,,,7.3200,,,燿華電子股份有限公司-全廠區
,,,31.8077,,,包含台灣母公司以及大陸三個子公司
,,,13.0500,,,菱生T1~T6廠及T6宿舍
,,,1.7080,,,
,,,0.7000,,,
,,,0.2115,,,佳能企業股份有限公司
,,,3.8511,,,
,,,0.2006,,,類別3運輸產生的間接溫室氣體排放-商業旅行、員工通勤；類別4組織使用產品相關間接溫室氣體排放-購入料件、營運廢棄物；類別5使用組織產品相關間接溫室氣體排放-已售產品使用、已售產品終端處置。2023年除了類別4營運廢棄物盤查邊界未納入臺北矽谷園區辦公室之外，其餘類別的確信範圍皆與範疇一和範疇二一致。
,,,0.2313,,,微星科技股份有限公司中和廠(微星台北)、微星科技股份有限公司桃園廠(微星桃園)、恩斯邁電子(深圳)有限公司(恩斯邁電子)及微盟電子(昆山)有限公司(微盟電子)
,,,0.2860,,,新竹一、二、三廠；台北、南科辦公室。
,,,2.6800,,,
,,,0.2450,,,廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB
,,,4.1961,,,合併財務報表之母子公司(不含美國子公司)
,,,0.5989,,,合併財務報表之子公司(東莞清溪廠、東莞茂瑞廠、蘇州吳江廠、重慶江津廠、泰國廠)
,,,,,,
,,,0.1200,,,威盛電子台北總公司，新竹，高雄
,,,,,,
,,,1.2500,,,營運控制權和財務活動的活動和設施
,,,5.7581,,,
,,,0.4626,,,有限保證(涵蓋週期為2023.01.01-2023.12.31)
,,,0.8140,,,汐止總部、桃園工廠、新店研發辦公室
,,,0.1236,,,母公司
,,,0.6114,,,
,,,1.5523,,,母公司
,,,0.0288,,,
,,,0.2300,,,
,,,4.0333,,,
,,,14.4000,,,"母公司 (類別：「購買的商品與服務、範疇一或範疇二未包括的燃料和能源相關活動、上游運輸及分銷、員工通勤、商務旅行、營運產生的廢棄物、銷售產品的使用」7 項排放量(676,388公噸CO₂e)通過查證)"
,,,9.8377,,,全球營運據點
,,,3.5202,,,母公司
,,,0.8543,,,
,,,0.0369,,,
,,,"26,615.5900",,,母公司及子公司錩新越南廠
,,,0.1572,,,上下游的運輸與配送 購買的商品 產品使用
,,,0.6744,,,含母公司及越南子公司，越南子公司由BSI進行確信
,,,2.0300,,,
,,,1.7660,,,建準電機工業股份有限公司(高雄總部及工廠、台北辦事處) 昆山廣興電子有限公司 北海建準電子有限公司 北海立準電子有限公司 Sunon Electronics Philippines Corp. Sunon Inc. Sunon SAS Sunon Electronics India Private Limited
,,,0.4500,,,
,,,,,,
,,,,,,
,,,11.7000,,,僅母公司
,,,0.1790,,,
,,,6.8300,,,僅子公司東莞為勤電子有限公司
,,,,,,
,,,,,,
,,,,,,
,,,0.0174,,,類別3、類別5、類別7
,,,0.3114,,,
,,,,,,
,,,0.5184,,,
,,,,,,
,,,0.4977,,,台灣總部、美律深圳、美律越南、美律新加坡、美律香港、美律美國、美律北美、美律馬來西亞
,,,,,,
,,,7.4590,,,母公司
,,,,,,
,,,2.0447,,,
,,,"1,558.5973",,,包含合併財務報表之母子公司
,,,0.2274,,,神腦全據點(含辦公室、特約門市、維修門市及倉儲中心)
,,,0.4000,,,
,,,0.1868,,,
,,,0.2129,,,
,,,5.7677,,,
,,,1.9932,,,3.3員工通勤 3.5商務旅行 4.1購買商品上游排放 4.3廢棄物處置(含運輸)
,,,0.2533,,,僅母公司
,,,,,,
,,,,,,
,,,1.3293,,,
,,,,,,
,,,,,,
,,,,,,
,,,5.3518,,,
,,,0.4900,,,
,,,0.1420,,,
,,,,,,
,,,,,,
,,,10.2450,,,母公司台南廠區
,,,2.6841,,,
,,,0.1800,,,
,,,38.4900,,,
,,,0.2902,,,
,,,4.8400,,,
,,,,,,
,,,0.2962,,,
,,,6.4567,,,
,,,1.0999,,,
,,,15.7565,,,
,,,0.1250,,,
,,,1.3328,,,
,,,,,,
,,,6.7539,,,母公司及主要生產基地之子公司(東莞華科/蘇州華科/廣州匯僑)
,,,0.3380,,,
,,,1.6000,,,
,,,,,,
,,,1.0775,,,
,,,1.8100,,,涵蓋範圍包含宏達國際電子股份有限公司及其子公司（部分子公司為BVI，不納入盤查範疇）
,,,0.2958,,,僅母公司
,,,72.2369,,,母公司個體(國產總公司、台南分公司、營運生 產之 29 個預拌廠區)
,,,,,,
,,,0.0000,,,
,,,0.4250,,,
,,,,,,母公司
,,,0.5156,,,
,,,0.4095,,,
,,,0.2669,,,
,,,0.0410,,,"公司總部（台北市大安區和平東路三段131號）B3-B1, 1-4樓, 8-10樓"
,,,,,,
,,,2.4839,,,
,,,21.5866,,,
,,,0.8488,,,
,,,,,,
,,,0.2314,,,
,,,0.0049,,,
,,,,,,
,,,,,,
,,,0.0362,,,
,,,,,,
,,,0.0862,,,
,,,3.9249,,,
,,,,,,
,,,0.2372,,,2023年1月1日至2023年12月31日
,,,0.1400,,,母公司
,,,0.0042,,,
,,,0.0900,,,
,,,11.6534,,,
,,,34.9306,,,長榮海運母公司暨合併財報子公司所營運之貨櫃船舶以及國內外營業據點，範疇三C2/C3/C4/C5/C6/C7。
,,,0.3500,,,
,,,0.0341,,,合併財務報表之母子公司
,,,6.2846,,,長榮國際儲運股份有限公司營運場址
,,,8.9900,,,僅母公司
,,,100.0593,,,僅母公司
,,,37.4400,,,2023年度母公司個體之航機飛航作業及地面作業
,,,,,,
,,,6.9400,,,
,,,4.2300,,,
,,,2.1934,,,僅母公司
,,,44.6500,,,集團（含合併報表子公司）之營運產生之廢棄物、資本財、燃料及能源相關活動
,,,21.3200,,,涵蓋範圍合併財務報表之母子公司
,,,,,,
,,,34.6200,,,母公司個體之全球營運據點（包含國內各場站及市區辦公室等處）。
,,,1.8766,,,
,,,6.5540,,,全公司
,,,1.9124,,,母公司及子公司(美國子公司、翔園文旅子公司)
,,,,,,
,,,81.5395,,,
,,,5.1150,,,
,,,1.2200,,,
,,,1.2800,,,
,,,7.3284,,,
,,,6.3622,,,
,,,3.6839,,,
,,,,,,
,,,4.1600,,,
,,,469.9872,,,
,,,6.5800,,,
,,,,,,
,,,3.4811,,,
,,,"2,010.8242",,,總公司及桃園分公司等21處，範疇四_三相關數據。
,,,4.1565,,,
,,,4.3800,,,
,,,1.9594,,,
,,,,,,
,,,0.3926,,,母公司之國內全數營運據點，盤查內容包含員工通勤、商務旅行、貨物運輸、採購商品、購買資本財、廢棄物處理、生產之產品(信用卡及金融卡等)之碳排放量
,,,0.2300,,,僅母公司(採購的產品與服務)
,,,0.3651,,,
,,,0.0515,,,
,,,0.1799,,,範疇三資料範圍為員工通勤及投融資，盤查範圍包含母公司個體之全台營運據點(總公司及高雄、台南、台中、桃園、板橋分公司共6個營運據點)
,,,0.1292,,,
,,,0.4540,,,合併財務報表之母子公司
,,,0.6552,,,母公司
,,,0.6566,,,包含母公司個體之全台營運據點
,,,0.4266,,,
,,,0.7619,,,安泰商業銀行股份有限公司(53個據點)
,,,,,,
,,,0.0111,,,中央再保險股份有限公司 台北市中山區南京東路二段53號6F、10F、11F、12F、13F
,,,0.0657,,,
,,,0.3516,,,包含合併財務報表之母子公司
,,,0.4382,,,同資料邊界
,,,0.3854,,,集團各公司所有據點共311處2023年溫室氣體排放量
,,,0.0809,,,包含 : 富邦金控、富邦人壽、台北富邦銀行、富邦產險、富邦證券、富邦投信、富邦期貨、富邦投顧、北富銀創投、富邦育樂、富邦運動場館、日盛銀行(2023年併入台北富邦銀行)、日盛證券(2023年併入富邦證券) 、富邦銀行(香港)、富邦華一銀行、富邦私募股權(2023年納入)、富邦財險(廈門)(2023年納入)。
,,,1.1100,,,【營運端排放】類別3~6 【金融資產端排放】同資料邊界
,,,0.5500,,,包含母公司個體之全台營運據點、子公司國內所有據點、凱基人壽北京代表處與凱基證券香港及新加坡分公司。凱基人壽確信機構為BSI。
,,,0.3017,,,100%持有合併財務報表之母子公司
,,,0.1898,,,CAT4-輸入電力、CAT4-廢棄物處置、CAT3-商務旅行、CAT5-出租使用
,,,0.2721,,,合併財務報表之母子公司，包含燃料上游、商務差旅、財務碳排放、自身廢棄物處理
,,,0.2565,,,全金控含子公司，包含台新金控，台新銀行(共 106 個據點與 5 個海外據點)，以及台新證券、台新資產管理、台新投信、台新創投、台新投顧、台新人壽共43個子公司據點；範疇三查證項目包含：燃料和能源相關活動、產業投資與產品使用(飲水機、ATM、信用卡製造、信用卡使用與廢棄及採購紙張)，其餘項目為內部統計，未經ISO查證
,,,1.1300,,,新光金控轄下所有子公司(新光人壽、新光銀行、元富證券、新光投信、新光金保代、新光金創投)海內外所有辦公室與服務據點
,,,0.5918,,,"設定涵蓋國票金融控股(股)公司、國際票券金融股份有限公司(9個據點)、國票綜合證券股份有限公司(26個據點)、國票證券投資顧問股份有限公司、國票期貨股份有限公司、國票證創業投資股份有限公司、國票創業投資股份有限公司、國旺國際融資租賃有限公司(7個據點)、IBF Financial Holding Co., Ltd.，共計48個據點。另因樂天網銀不在國票金控合併財報內，為符合金管會要求，故將樂天網銀移出組織邊界外，但將樂天網銀排放量依投資比例(49%)納入國票金間接排放中。"
,,,0.3140,,,上游運輸與配送、採購的產品與服務及營運過程產生的廢棄物等3項邊界包括金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資）之國內所有營運據點，其餘項目包括國內外所有營運據點(包含合併財務報表之母子公司)
,,,0.3200,,,1.員工差旅：中信金控及中信銀行，包含高鐵、飛機、計程車。 2.員工通勤：中信金控、中信銀行、台灣人壽(含中信產險)、中信證券(含中信證投顧、中信證創投)、中信資產管理、中信創投(含和順興)、中信投信、台灣彩券、中信資融之臺灣地區正式員工。 3.營運中產生的廢物：中信金控、中信銀行全據點及金控轄下各子公司之總部(不含總部園區商家)。 4.與燃料和能源有關的活動：中信金控、中信銀行、台灣彩券、中信保全、台灣人壽(含子公司中信產險及日月行館)、中信資產管理、中信創投(含子公司中信育樂、中信資本及和順興)、中信投信、中信證券(含子公司中信證投顧及中信證創投)及中信資融。 5.投融資：涵蓋高碳排產業暴險、PCAF財務碳排放、暴雨淹水風險與坡地災害風險暴險。
,,,0.2900,,,商務旅行、員工通勤、下游運輸配送、 燃料與能源相關活動、營運中產生的廢棄物、 銷售產品終端處理、 購買的商品及服務(自來水)
,,,0.4000,,,包含母公司個體之全球營運據點
,,,,,,
,,,12.7570,,,遠東百貨組織邊界14大區域地址
,,,,,,
,,,0.0006,,,
,,,,,,本公司依ISO 14064-1:2018組織邊界採營運控制權方法，針對公司2023年度溫室氣體排放或移除量進行彙總。G2000門市佈局全台，其用途為銷售產品之零售門市，溫室氣體盤查推行小組決議22家具代表性之路邊 店門市，以利推動公司減碳業務。
,,,,,,
,,,,,,
,,,,,,
,,,2.7500,,,母公司
,,,,,,
,,,1.2545,,,母公司-有限保證
,,,3.4600,,,
,,,,,,
,,,,,,
,,,,,,
,,,0.0834,,,
,,,1.9575,,,
,,,3.9460,,,豐達科技股份有限公司 母公司(TW一、二、三、四廠) 及 其主要子公司(大陸昆山)皆查證確信
,,,3.0806,,,涵蓋神基投控暨其八家子公司
,,,0.3326,,,
,,,,,,
,,,13.0000,,,
,,,,,,
,,,,,,
,,,0.2200,,,
,,,1.2200,,,時間為2023年1月1日~12月31日；廠區包含全漢企業股份有限公司總部、桃二廠區與桃三廠、全漢企業股份有限公司高雄分公司、輝力廠、仲漢電子(深圳)有限公司、深圳市眾漢科技有限公司福永廠、無錫全漢科技有限公司
,,,10.2000,,,僅母公司
,,,5.9805,,,深圳奇宏/興奇宏-BV 東莞明鑫/興奇宏-BV 成都奇宏-Intertek 武漢奇宏/興奇宏-BV 嘉善萬順達-TUV Rheinland 越南-TUV Nord
,,,,,,
,,,0.5378,,,母公司
,,,,,,
,,,0.3802,,,母公司
,,,4.5700,,,本公司、100%持股子公司
,,,,,,
,,,,,,
,,,,,,母公司
,,,0.4100,,,盛達電業、盛齊綠能、盛威儲能、晉好能源及盛智達科技
,,,0.0470,,,
,,,,,,
,,,1.0266,,,
,,,,,,
,,,0.0751,,,
,,,0.0143,,,
,,,0.1666,,,母公司
,,,0.2897,,,僅母公司(新竹營運據點、台北及台南辦公室)
,,,0.0041,,,個體公司及合併報表台灣子公司
,,,9.3200,,,母公司及部分子公司
,,,13.9300,,,
,,,,,,
,,,0.0352,,,
,,,3.1366,,,平鎮廠
,,,,,,
,,,12.5600,,,
,,,3.9363,,,含合併財務報表之母子公司共30家
,,,0.0012,,,類別3、類別5、類別7
,,,0.2592,,,
,,,0.0045,,,
,,,0.0001,,,母公司
,,,,,,
,,,7.0405,,,
,,,0.0748,,,
,,,,,,
,,,1.3905,,,
,,,0.5052,,,
,,,1.6746,,,
,,,,,,
,,,0.1420,,,
,,,,,,
,,,16.9636,,,
,,,0.2500,,,
,,,17.9793,,,合併財務報表之重要子公司-鴻碩蘇州公司及鴻碩湖北公司
,,,2.1022,,,
,,,0.5013,,,
,,,0.1400,,,母公司
,,,18.5300,,,
,,,,,,
,,,6.7810,,,
,,,,,,
,,,,,,
,,,12.2959,,,母公司
,,,0.0044,,,
,,,4.4700,,,
,,,0.4000,,,同資料邊界
,,,0.8664,,,
,,,0.0252,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,1.1900,,,
,,,,,,
,,,2.4411,,,母公司(台北總部)、合併財務報表之子公司(蘇州欣日興廠、昆山呈越廠、東莞呈越廠、福清呈杰廠及重慶欣日興廠)
,,,0.2672,,,採取營運控制權法。盤查範圍為明泰科技股份有限公司新竹廠
,,,,,,
,,,0.2437,,,"1.京鼎&承鼎&凱諾(股)公司 (苗栗縣竹南鎮科中路16號) 2.京鼎&承鼎(股)公司竹南科研廠 (苗栗縣竹南鎮科研路70號) 3.Foxsemicon LLC (96 Bonaventura Dr, San Jose, CA, USA.) 4.公司員工宿舍 (頭份幼英、頭份文化、頭份八德、竹南天仁、南科陽光)"
,,,0.3400,,,
,,,0.7300,,,
,,,,,,
,,,3.7449,,,
,,,7.8400,,,包含合併財務報表之母子公司
,,,1.1485,,,母公司(台北總部)、合併財務報表之子公司(蘇州工廠、泰國工廠)
,,,1.4112,,,
,,,0.3158,,,子公司(高譽、新思代)中和、桃園二、五廠區、辦工室(新竹、台中、台南)與青埔倉
,,,12.2100,,,合併財務報表之母子公司
,,,1.0925,,,
,,,,,,
,,,4.4087,,,有限保證等級
,,,0.0610,,,
,,,,,,
,,,,,,
,,,114.6992,,,母公司
,,,375.7200,,,母公司
,,,1.6805,,,本公司廣州廠、中山廠、蘇州廠
,,,,,,
,,,3.4997,,,
,,,13.2403,,,
,,,,,,
,,,5.2152,,,
,,,0.4864,,,
,,,5.1403,,,母公司個體（包含台北總部、竹科廠、竹南廠、台南廠及高雄辦公室）
,,,,,,
,,,0.7021,,,
,,,1.2203,,,
,,,0.0740,,,
,,,,,,
,,,0.4880,,,"1.智易科技股份有限公司 2.仁寶網路資訊(昆山)有限公司 3.Arcadyan Technology (Vietnam) Co., Ltd."
,,,1.4688,,,由第三方查證機構 UL依據 ISO 14064-1 2018、 ISO 14064-3 2019查證，直接溫 室氣體排放及移除量以及能源間接溫室氣體排放之查證等級為合理保證等級；其他間接溫室氣體排放之查證等級為有限保證等級， 實質性門檻為 5%，於 2024年 5月通過。
,,,,,,
,,,0.1381,,,僅母公司資料
,,,4.1498,,,
,,,26.8900,,,
,,,0.2161,,,
,,,2.5509,,,母公司
,,,0.0150,,,
,,,0.7800,,,
,,,21.9915,,,母公司 
